#  lambda(micron)  Flux(Jy)  F_Er(Jy)  F_Norm_Er(Jy)
  2.61267   0.30000   0.08000   0.08000 
  2.61333   0.31000   0.08000   0.08000 
  2.61400   0.32000   0.08000   0.08000 
  2.61467   0.32000   0.08000   0.08000 
  2.61533   0.33000   0.08000   0.08000 
  2.61600   0.32000   0.08000   0.08000 
  2.61667   0.32000   0.08000   0.08000 
  2.61733   0.31000   0.08000   0.08000 
  2.61800   0.30000   0.08000   0.08000 
  2.61867   0.28000   0.08000   0.08000 
  2.61933   0.27000   0.08000   0.08000 
  2.62000   0.26000   0.08000   0.08000 
  2.62067   0.25000   0.08000   0.08000 
  2.62133   0.24000   0.08000   0.08000 
  2.62200   0.24000   0.08000   0.08000 
  2.62267   0.24000   0.08000   0.08000 
  2.62333   0.24000   0.08000   0.08000 
  2.62400   0.24000   0.08000   0.08000 
  2.62467   0.24000   0.08000   0.08000 
  2.62533   0.24000   0.08000   0.08000 
  2.62600   0.24000   0.08000   0.08000 
  2.62667   0.24000   0.08000   0.08000 
  2.62733   0.24000   0.08000   0.08000 
  2.62800   0.24000   0.08000   0.08000 
  2.62867   0.25000   0.08000   0.08000 
  2.62933   0.25000   0.08000   0.08000 
  2.63000   0.25000   0.08000   0.08000 
  2.63067   0.25000   0.08000   0.08000 
  2.63133   0.25000   0.08000   0.08000 
  2.63200   0.25000   0.08000   0.08000 
  2.63267   0.25000   0.08000   0.08000 
  2.63333   0.25000   0.08000   0.08000 
  2.63400   0.25000   0.07000   0.07000 
  2.63467   0.24000   0.07000   0.07000 
  2.63533   0.23000   0.07000   0.07000 
  2.63600   0.21000   0.07000   0.07000 
  2.63667   0.20000   0.07000   0.07000 
  2.63733   0.18000   0.07000   0.07000 
  2.63800   0.17000   0.07000   0.07000 
  2.63867   0.16000   0.07000   0.07000 
  2.63933   0.15000   0.07000   0.07000 
  2.64000   0.16000   0.07000   0.07000 
  2.64067   0.17000   0.07000   0.07000 
  2.64133   0.18000   0.07000   0.07000 
  2.64200   0.20000   0.07000   0.07000 
  2.64267   0.21000   0.07000   0.07000 
  2.64333   0.22000   0.07000   0.07000 
  2.64400   0.23000   0.07000   0.07000 
  2.64467   0.24000   0.07000   0.07000 
  2.64533   0.24000   0.07000   0.07000 
  2.64600   0.23000   0.07000   0.07000 
  2.64667   0.22000   0.07000   0.07000 
  2.64733   0.21000   0.07000   0.07000 
  2.64800   0.20000   0.07000   0.07000 
  2.64867   0.19000   0.07000   0.07000 
  2.64933   0.19000   0.07000   0.07000 
  2.65000   0.18000   0.07000   0.07000 
  2.65067   0.18000   0.07000   0.07000 
  2.65133   0.18000   0.07000   0.07000 
  2.65200   0.18000   0.07000   0.07000 
  2.65267   0.18000   0.07000   0.07000 
  2.65333   0.18000   0.07000   0.07000 
  2.65400   0.18000   0.07000   0.07000 
  2.65467   0.19000   0.07000   0.07000 
  2.65533   0.19000   0.07000   0.07000 
  2.65600   0.19000   0.07000   0.07000 
  2.65667   0.19000   0.07000   0.07000 
  2.65733   0.20000   0.07000   0.07000 
  2.65800   0.20000   0.07000   0.07000 
  2.65867   0.21000   0.06000   0.06000 
  2.65933   0.22000   0.06000   0.06000 
  2.66000   0.22000   0.06000   0.06000 
  2.66067   0.23000   0.06000   0.06000 
  2.66133   0.25000   0.06000   0.06000 
  2.66200   0.26000   0.06000   0.06000 
  2.66267   0.27000   0.06000   0.06000 
  2.66333   0.28000   0.06000   0.06000 
  2.66400   0.29000   0.06000   0.06000 
  2.66467   0.30000   0.06000   0.06000 
  2.66533   0.32000   0.06000   0.06000 
  2.66600   0.33000   0.06000   0.06000 
  2.66667   0.34000   0.06000   0.06000 
  2.66733   0.35000   0.06000   0.06000 
  2.66800   0.36000   0.06000   0.06000 
  2.66867   0.36000   0.06000   0.06000 
  2.66933   0.37000   0.06000   0.06000 
  2.67000   0.37000   0.06000   0.06000 
  2.67067   0.37000   0.06000   0.06000 
  2.67133   0.37000   0.06000   0.06000 
  2.67200   0.37000   0.06000   0.06000 
  2.67267   0.36000   0.06000   0.06000 
  2.67333   0.34000   0.06000   0.06000 
  2.67400   0.32000   0.06000   0.06000 
  2.67467   0.30000   0.06000   0.06000 
  2.67533   0.27000   0.06000   0.06000 
  2.67600   0.24000   0.06000   0.06000 
  2.67667   0.21000   0.06000   0.06000 
  2.67733   0.19000   0.06000   0.06000 
  2.67800   0.18000   0.06000   0.06000 
  2.67867   0.18000   0.06000   0.06000 
  2.67933   0.19000   0.06000   0.06000 
  2.68000   0.20000   0.06000   0.06000 
  2.68067   0.22000   0.06000   0.06000 
  2.68133   0.23000   0.06000   0.06000 
  2.68200   0.25000   0.06000   0.06000 
  2.68267   0.27000   0.06000   0.06000 
  2.68333   0.28000   0.06000   0.06000 
  2.68400   0.29000   0.06000   0.06000 
  2.68467   0.29000   0.06000   0.06000 
  2.68533   0.29000   0.06000   0.06000 
  2.68600   0.28000   0.06000   0.06000 
  2.68667   0.27000   0.06000   0.06000 
  2.68733   0.26000   0.06000   0.06000 
  2.68800   0.25000   0.06000   0.06000 
  2.68867   0.24000   0.06000   0.06000 
  2.68933   0.23000   0.06000   0.06000 
  2.69000   0.22000   0.06000   0.06000 
  2.69067   0.22000   0.06000   0.06000 
  2.69133   0.23000   0.06000   0.06000 
  2.69200   0.24000   0.06000   0.06000 
  2.69267   0.26000   0.06000   0.06000 
  2.69333   0.28000   0.06000   0.06000 
  2.69400   0.30000   0.05000   0.05000 
  2.69467   0.32000   0.05000   0.05000 
  2.69533   0.33000   0.05000   0.05000 
  2.69600   0.34000   0.05000   0.05000 
  2.69667   0.35000   0.05000   0.05000 
  2.69733   0.36000   0.05000   0.05000 
  2.69800   0.36000   0.05000   0.05000 
  2.69867   0.35000   0.05000   0.05000 
  2.69933   0.34000   0.05000   0.05000 
  2.70000   0.33000   0.05000   0.05000 
  2.70067   0.31000   0.05000   0.05000 
  2.70133   0.29000   0.05000   0.05000 
  2.70200   0.27000   0.05000   0.05000 
  2.70267   0.25000   0.05000   0.05000 
  2.70333   0.23000   0.05000   0.05000 
  2.70400   0.22000   0.05000   0.05000 
  2.70467   0.21000   0.05000   0.05000 
  2.70533   0.21000   0.05000   0.05000 
  2.70600   0.22000   0.05000   0.05000 
  2.70667   0.23000   0.05000   0.05000 
  2.70733   0.24000   0.05000   0.05000 
  2.70800   0.26000   0.05000   0.05000 
  2.70867   0.27000   0.05000   0.05000 
  2.70933   0.28000   0.05000   0.05000 
  2.71000   0.29000   0.05000   0.05000 
  2.71067   0.30000   0.05000   0.05000 
  2.71133   0.31000   0.05000   0.05000 
  2.71200   0.31000   0.05000   0.05000 
  2.71267   0.31000   0.05000   0.05000 
  2.71333   0.31000   0.05000   0.05000 
  2.71400   0.31000   0.05000   0.05000 
  2.71467   0.31000   0.05000   0.05000 
  2.71533   0.30000   0.05000   0.05000 
  2.71600   0.29000   0.05000   0.05000 
  2.71667   0.28000   0.05000   0.05000 
  2.71733   0.28000   0.05000   0.05000 
  2.71800   0.27000   0.05000   0.05000 
  2.71867   0.26000   0.05000   0.05000 
  2.71933   0.25000   0.05000   0.05000 
  2.72000   0.24000   0.05000   0.05000 
  2.72067   0.23000   0.05000   0.05000 
  2.72133   0.22000   0.05000   0.05000 
  2.72200   0.21000   0.05000   0.05000 
  2.72267   0.20000   0.05000   0.05000 
  2.72333   0.19000   0.05000   0.05000 
  2.72400   0.18000   0.05000   0.05000 
  2.72467   0.17000   0.05000   0.05000 
  2.72533   0.15000   0.05000   0.05000 
  2.72600   0.14000   0.05000   0.05000 
  2.72667   0.13000   0.05000   0.05000 
  2.72733   0.13000   0.05000   0.05000 
  2.72800   0.12000   0.05000   0.05000 
  2.72867   0.12000   0.05000   0.05000 
  2.72933   0.13000   0.05000   0.05000 
  2.73000   0.14000   0.05000   0.05000 
  2.73067   0.15000   0.05000   0.05000 
  2.73133   0.17000   0.05000   0.05000 
  2.73200   0.18000   0.05000   0.05000 
  2.73267   0.20000   0.05000   0.05000 
  2.73333   0.21000   0.05000   0.05000 
  2.73400   0.23000   0.05000   0.05000 
  2.73467   0.24000   0.05000   0.05000 
  2.73533   0.25000   0.05000   0.05000 
  2.73600   0.26000   0.05000   0.05000 
  2.73667   0.26000   0.05000   0.05000 
  2.73733   0.27000   0.05000   0.05000 
  2.73800   0.27000   0.05000   0.05000 
  2.73867   0.27000   0.05000   0.05000 
  2.73933   0.26000   0.05000   0.05000 
  2.74000   0.26000   0.05000   0.05000 
  2.74067   0.25000   0.05000   0.05000 
  2.74133   0.25000   0.05000   0.05000 
  2.74200   0.24000   0.05000   0.05000 
  2.74267   0.24000   0.05000   0.05000 
  2.74333   0.24000   0.05000   0.05000 
  2.74400   0.25000   0.05000   0.05000 
  2.74467   0.26000   0.05000   0.05000 
  2.74533   0.27000   0.05000   0.05000 
  2.74600   0.29000   0.05000   0.05000 
  2.74667   0.31000   0.05000   0.05000 
  2.74733   0.32000   0.05000   0.05000 
  2.74800   0.34000   0.05000   0.05000 
  2.74867   0.35000   0.05000   0.05000 
  2.74933   0.36000   0.05000   0.05000 
  2.75000   0.36000   0.05000   0.05000 
  2.75067   0.37000   0.05000   0.05000 
  2.75133   0.37000   0.05000   0.05000 
  2.75200   0.37000   0.05000   0.05000 
  2.75267   0.37000   0.05000   0.05000 
  2.75333   0.38000   0.05000   0.05000 
  2.75400   0.38000   0.05000   0.05000 
  2.75467   0.39000   0.05000   0.05000 
  2.75533   0.40000   0.05000   0.05000 
  2.75600   0.40000   0.05000   0.05000 
  2.75667   0.41000   0.05000   0.05000 
  2.75733   0.41000   0.05000   0.05000 
  2.75800   0.41000   0.05000   0.05000 
  2.75867   0.41000   0.05000   0.05000 
  2.75933   0.41000   0.05000   0.05000 
  2.76000   0.41000   0.05000   0.05000 
  2.76067   0.40000   0.05000   0.05000 
  2.76133   0.40000   0.05000   0.05000 
  2.76200   0.39000   0.05000   0.05000 
  2.76267   0.39000   0.05000   0.05000 
  2.76333   0.39000   0.05000   0.05000 
  2.76400   0.39000   0.05000   0.05000 
  2.76467   0.39000   0.05000   0.05000 
  2.76533   0.39000   0.05000   0.05000 
  2.76600   0.40000   0.05000   0.05000 
  2.76667   0.41000   0.05000   0.05000 
  2.76733   0.43000   0.05000   0.05000 
  2.76800   0.44000   0.05000   0.05000 
  2.76867   0.45000   0.05000   0.05000 
  2.76933   0.46000   0.05000   0.05000 
  2.77000   0.47000   0.05000   0.05000 
  2.77067   0.47000   0.05000   0.05000 
  2.77133   0.47000   0.05000   0.05000 
  2.77200   0.46000   0.05000   0.05000 
  2.77267   0.45000   0.05000   0.05000 
  2.77333   0.44000   0.05000   0.05000 
  2.77400   0.43000   0.05000   0.05000 
  2.77467   0.41000   0.05000   0.05000 
  2.77533   0.40000   0.05000   0.05000 
  2.77600   0.40000   0.05000   0.05000 
  2.77667   0.39000   0.05000   0.05000 
  2.77733   0.39000   0.05000   0.05000 
  2.77800   0.38000   0.05000   0.05000 
  2.77867   0.39000   0.05000   0.05000 
  2.77933   0.39000   0.05000   0.05000 
  2.78000   0.39000   0.05000   0.05000 
  2.78067   0.40000   0.05000   0.05000 
  2.78133   0.40000   0.05000   0.05000 
  2.78200   0.41000   0.05000   0.05000 
  2.78267   0.42000   0.05000   0.05000 
  2.78333   0.42000   0.05000   0.05000 
  2.78400   0.43000   0.05000   0.05000 
  2.78467   0.43000   0.05000   0.05000 
  2.78533   0.44000   0.05000   0.05000 
  2.78600   0.44000   0.05000   0.05000 
  2.78667   0.45000   0.05000   0.05000 
  2.78733   0.45000   0.05000   0.05000 
  2.78800   0.46000   0.05000   0.05000 
  2.78867   0.46000   0.05000   0.05000 
  2.78933   0.47000   0.05000   0.05000 
  2.79000   0.47000   0.05000   0.05000 
  2.79067   0.48000   0.05000   0.05000 
  2.79133   0.48000   0.05000   0.05000 
  2.79200   0.49000   0.05000   0.05000 
  2.79267   0.50000   0.05000   0.05000 
  2.79333   0.51000   0.05000   0.05000 
  2.79400   0.52000   0.05000   0.05000 
  2.79467   0.53000   0.05000   0.05000 
  2.79533   0.54000   0.05000   0.05000 
  2.79600   0.55000   0.05000   0.05000 
  2.79667   0.55000   0.05000   0.05000 
  2.79733   0.54000   0.05000   0.05000 
  2.79800   0.54000   0.05000   0.05000 
  2.79867   0.53000   0.05000   0.05000 
  2.79933   0.52000   0.05000   0.05000 
  2.80000   0.50000   0.05000   0.05000 
  2.80067   0.49000   0.05000   0.05000 
  2.80133   0.48000   0.05000   0.05000 
  2.80200   0.47000   0.05000   0.05000 
  2.80267   0.46000   0.05000   0.05000 
  2.80333   0.45000   0.05000   0.05000 
  2.80400   0.45000   0.05000   0.05000 
  2.80467   0.44000   0.05000   0.05000 
  2.80533   0.43000   0.05000   0.05000 
  2.80600   0.43000   0.05000   0.05000 
  2.80667   0.42000   0.05000   0.05000 
  2.80733   0.41000   0.05000   0.05000 
  2.80800   0.40000   0.05000   0.05000 
  2.80867   0.39000   0.05000   0.05000 
  2.80933   0.39000   0.05000   0.05000 
  2.81000   0.38000   0.05000   0.05000 
  2.81067   0.37000   0.05000   0.05000 
  2.81133   0.36000   0.05000   0.05000 
  2.81200   0.35000   0.05000   0.05000 
  2.81267   0.34000   0.05000   0.05000 
  2.81333   0.33000   0.05000   0.05000 
  2.81400   0.32000   0.05000   0.05000 
  2.81467   0.32000   0.05000   0.05000 
  2.81533   0.31000   0.05000   0.05000 
  2.81600   0.30000   0.05000   0.05000 
  2.81667   0.30000   0.05000   0.05000 
  2.81733   0.30000   0.05000   0.05000 
  2.81800   0.30000   0.05000   0.05000 
  2.81867   0.30000   0.05000   0.05000 
  2.81933   0.30000   0.05000   0.05000 
  2.82000   0.30000   0.05000   0.05000 
  2.82067   0.31000   0.05000   0.05000 
  2.82133   0.32000   0.05000   0.05000 
  2.82200   0.32000   0.05000   0.05000 
  2.82267   0.33000   0.05000   0.05000 
  2.82333   0.34000   0.05000   0.05000 
  2.82400   0.34000   0.05000   0.05000 
  2.82467   0.35000   0.05000   0.05000 
  2.82533   0.35000   0.05000   0.05000 
  2.82600   0.36000   0.05000   0.05000 
  2.82667   0.36000   0.05000   0.05000 
  2.82733   0.37000   0.05000   0.05000 
  2.82800   0.38000   0.05000   0.05000 
  2.82867   0.39000   0.05000   0.05000 
  2.82933   0.40000   0.05000   0.05000 
  2.83000   0.41000   0.05000   0.05000 
  2.83067   0.42000   0.05000   0.05000 
  2.83133   0.43000   0.05000   0.05000 
  2.83200   0.44000   0.05000   0.05000 
  2.83267   0.44000   0.05000   0.05000 
  2.83333   0.45000   0.05000   0.05000 
  2.83400   0.45000   0.05000   0.05000 
  2.83467   0.45000   0.05000   0.05000 
  2.83533   0.45000   0.05000   0.05000 
  2.83600   0.44000   0.05000   0.05000 
  2.83667   0.44000   0.05000   0.05000 
  2.83733   0.43000   0.05000   0.05000 
  2.83800   0.43000   0.05000   0.05000 
  2.83867   0.42000   0.05000   0.05000 
  2.83933   0.42000   0.05000   0.05000 
  2.84000   0.42000   0.05000   0.05000 
  2.84067   0.41000   0.05000   0.05000 
  2.84133   0.41000   0.05000   0.05000 
  2.84200   0.40000   0.05000   0.05000 
  2.84267   0.40000   0.05000   0.05000 
  2.84333   0.39000   0.05000   0.05000 
  2.84400   0.38000   0.05000   0.05000 
  2.84467   0.37000   0.05000   0.05000 
  2.84533   0.36000   0.05000   0.05000 
  2.84600   0.35000   0.05000   0.05000 
  2.84667   0.34000   0.05000   0.05000 
  2.84733   0.34000   0.05000   0.05000 
  2.84800   0.33000   0.05000   0.05000 
  2.84867   0.33000   0.05000   0.05000 
  2.84933   0.33000   0.05000   0.05000 
  2.85000   0.32000   0.05000   0.05000 
  2.85067   0.33000   0.05000   0.05000 
  2.85133   0.33000   0.05000   0.05000 
  2.85200   0.33000   0.04000   0.04000 
  2.85267   0.33000   0.04000   0.04000 
  2.85333   0.34000   0.04000   0.04000 
  2.85400   0.34000   0.04000   0.04000 
  2.85467   0.34000   0.04000   0.04000 
  2.85533   0.34000   0.04000   0.04000 
  2.85600   0.35000   0.04000   0.04000 
  2.85667   0.35000   0.04000   0.04000 
  2.85733   0.34000   0.04000   0.04000 
  2.85800   0.34000   0.04000   0.04000 
  2.85867   0.34000   0.04000   0.04000 
  2.85933   0.35000   0.04000   0.04000 
  2.86000   0.35000   0.04000   0.04000 
  2.86067   0.36000   0.04000   0.04000 
  2.86133   0.37000   0.04000   0.04000 
  2.86200   0.38000   0.04000   0.04000 
  2.86267   0.40000   0.04000   0.04000 
  2.86333   0.42000   0.04000   0.04000 
  2.86400   0.44000   0.04000   0.04000 
  2.86467   0.46000   0.04000   0.04000 
  2.86533   0.49000   0.04000   0.04000 
  2.86600   0.51000   0.04000   0.04000 
  2.86667   0.54000   0.04000   0.04000 
  2.86733   0.56000   0.04000   0.04000 
  2.86800   0.59000   0.04000   0.04000 
  2.86867   0.61000   0.04000   0.04000 
  2.86933   0.64000   0.04000   0.04000 
  2.87000   0.66000   0.04000   0.04000 
  2.87067   0.69000   0.04000   0.04000 
  2.87133   0.71000   0.04000   0.04000 
  2.87200   0.73000   0.04000   0.04000 
  2.87267   0.74000   0.04000   0.04000 
  2.87333   0.75000   0.04000   0.04000 
  2.87400   0.75000   0.04000   0.04000 
  2.87467   0.75000   0.04000   0.04000 
  2.87533   0.74000   0.04000   0.04000 
  2.87600   0.73000   0.04000   0.04000 
  2.87667   0.72000   0.04000   0.04000 
  2.87733   0.70000   0.04000   0.04000 
  2.87800   0.68000   0.04000   0.04000 
  2.87867   0.66000   0.04000   0.04000 
  2.87933   0.64000   0.04000   0.04000 
  2.88000   0.61000   0.04000   0.04000 
  2.88067   0.59000   0.04000   0.04000 
  2.88133   0.56000   0.04000   0.04000 
  2.88200   0.54000   0.04000   0.04000 
  2.88267   0.52000   0.04000   0.04000 
  2.88333   0.50000   0.04000   0.04000 
  2.88400   0.49000   0.04000   0.04000 
  2.88467   0.48000   0.04000   0.04000 
  2.88533   0.48000   0.04000   0.04000 
  2.88600   0.48000   0.04000   0.04000 
  2.88667   0.48000   0.04000   0.04000 
  2.88733   0.49000   0.04000   0.04000 
  2.88800   0.50000   0.04000   0.04000 
  2.88867   0.50000   0.04000   0.04000 
  2.88933   0.51000   0.04000   0.04000 
  2.89000   0.52000   0.04000   0.04000 
  2.89067   0.52000   0.04000   0.04000 
  2.89133   0.53000   0.04000   0.04000 
  2.89200   0.54000   0.04000   0.04000 
  2.89267   0.54000   0.04000   0.04000 
  2.89333   0.55000   0.04000   0.04000 
  2.89400   0.55000   0.04000   0.04000 
  2.89467   0.56000   0.04000   0.04000 
  2.89533   0.56000   0.04000   0.04000 
  2.89600   0.56000   0.04000   0.04000 
  2.89667   0.56000   0.04000   0.04000 
  2.89733   0.56000   0.04000   0.04000 
  2.89800   0.56000   0.04000   0.04000 
  2.89867   0.56000   0.04000   0.04000 
  2.89933   0.55000   0.04000   0.04000 
  2.90000   0.55000   0.04000   0.04000 
  2.90067   0.54000   0.04000   0.04000 
  2.90133   0.54000   0.04000   0.04000 
  2.90200   0.53000   0.04000   0.04000 
  2.90267   0.53000   0.04000   0.04000 
  2.90333   0.53000   0.04000   0.04000 
  2.90400   0.53000   0.04000   0.04000 
  2.90467   0.53000   0.04000   0.04000 
  2.90533   0.54000   0.04000   0.04000 
  2.90600   0.55000   0.04000   0.04000 
  2.90667   0.56000   0.04000   0.04000 
  2.90733   0.57000   0.04000   0.04000 
  2.90800   0.59000   0.04000   0.04000 
  2.90867   0.61000   0.04000   0.04000 
  2.90933   0.62000   0.04000   0.04000 
  2.91000   0.63000   0.04000   0.04000 
  2.91067   0.64000   0.04000   0.04000 
  2.91133   0.64000   0.04000   0.04000 
  2.91200   0.63000   0.04000   0.04000 
  2.91267   0.62000   0.04000   0.04000 
  2.91333   0.61000   0.04000   0.04000 
  2.91400   0.60000   0.04000   0.04000 
  2.91467   0.59000   0.04000   0.04000 
  2.91533   0.58000   0.04000   0.04000 
  2.91600   0.57000   0.04000   0.04000 
  2.91667   0.56000   0.04000   0.04000 
  2.91733   0.56000   0.04000   0.04000 
  2.91800   0.55000   0.04000   0.04000 
  2.91867   0.55000   0.04000   0.04000 
  2.91933   0.55000   0.04000   0.04000 
  2.92000   0.56000   0.04000   0.04000 
  2.92067   0.56000   0.04000   0.04000 
  2.92133   0.57000   0.04000   0.04000 
  2.92200   0.57000   0.04000   0.04000 
  2.92267   0.58000   0.04000   0.04000 
